rpid,name,content,like,rcount
2161033141,不要进来啊,离开地球表面是我初中印象最深刻的一首歌 ，我室友热水瓶接热水的时候这首歌正好高潮，他水瓶炸了[笑哭][笑哭][笑哭],47,1
2090518681,蚂蚁会飞不会灰,就冲up没有瞎逼逼，直接干货 关注了。,18,0
2086383186,猫不理鱼i,没有周传雄的青花。。。记得这一年，先听到青花，然后青花瓷，所以印象深刻,18,0
2050450401,暖心狸猫ちゃん,2019神曲，鸡你太美,18,5
2046078418,等一道光i,差一个，有一种爱叫做放手啊,52,1
3553809890,悔いのないにじげん,凤凰传奇绝对传奇，传奇在于你的歌单里一首都没，但莫名其妙的都会唱，淦[傲娇],47,2
2057470557,胡玉春的奇幻漂流,花儿乐队开始是最好的punk乐队之一，并不是现在的风格，可是punk养活不了自己，看到现在的大张伟，可以说是成功了，他比大多数人成功，因为有名气，有钱可以养活自己，有钱做自己喜欢的事，因此，他是个成功的人,17,0
2086523285,这肯定是你的问题,我妈听她那个年代的歌，我还说过她老听这些老歌，现在我感觉好像有点懂了，那些歌记载了我们的一些记忆,52,0
2936496688,羊羊的事你少管,我先看的04年的，然后推送是05年的不得了，首首神曲，然后看05的时候，推送是06年的不得了，首首神曲，然后看06年的时候，推送是07年的不得了，首首神曲，现在推送是08年的不得了，首首神曲[笑哭][笑哭],16,0
2076529349,古月天子,周杰伦作为作曲人登场的次数几乎和作为歌手登场的次数一样多,16,0
2064578326,迷之自信赵小白,我想起有人让周杰伦学猫叫 诶 气死我了个大爷。,57,10
2056960313,-PHh,为啥花儿乐队的穷开心那么多说爬的......01年的我，小时候听着很好听啊,16,6
2056960313,-PHh,为啥花儿乐队的穷开心那么多说爬的......01年的我，小时候听着很好听啊,16,6
2085082785,一根泊头火柴,为什么没有《有一种爱叫放手》[大哭][大哭][大哭][大哭],15,0
2068416716,岛民A,民歌≠土味,18,0
2070971489,Janetfairy-,蔡依林每首mv都超级能打,14,0
2058889359,猫喜欢的秋刀鱼,时间太可怕了。十年前我在谈第一次恋爱，十年后我的初恋保送中科院，我成了初中教师。但是歌单里的歌还是十年前的,14,2
2068914947,sToTopay,90后全体起立。致敬经典！感谢我们的童年少年时候有你们。谢谢,17,2
4700176464,永远找不到暗号,还有郭静《我不想忘记你》《你的香气》周杰伦的《牛仔很忙》《蒲公英的约定》胡彦斌《诀别诗》BoBo《光荣》陈奕迅《好久不见》《红玫瑰》张韶涵《不想懂得》张震岳《再见》周传雄《蓝色土耳其》《弱水三千》《青花》蔡健雅《beautiful love》光良《烟火》温岚《同手同脚》魏晨《少年游》07快男《我最闪亮》……,13,1
2161953954,异质共存,我觉得月亮之上能火二十年,13,1
2086494598,简白悠的甜心,当初因为杀手 发现自己喜欢这种风格的东西 然后就走向了看恐怖惊悚悬疑烧脑电影美剧的不归路....,13,1
2046087958,漂移的车库,过瘾啊！过瘾！这评论区搞得动静越来越大，连太原的up主都出动了。要是这样我就更不能让他过我的防区了！传我命令，命令喷子连、键盘连，各杠精大队、黑子小队、柠檬精给我全部投入战斗，依托楼层优势，展开全面阻击,25,1
2205698294,超级喜欢你嘛qwq,凤凰传奇的歌 真的绝了 说起来也没有很土 就是好听 太好听了导致大街上都是他们的歌 然后心里就会想大街上都是他们的歌又会感觉很土(´；ω；`)应该都是这种心理叭,12,2
2153415927,土豆君wow,我也是挺服气的，up明明写了不分先后，每次弹幕都有人刷“这首应该第一”眼睛是摆设？,11,0
2046055204,M阿科尔,我这人很耿直。你把老一辈拉出来吊打鸡你太美。我就投币点赞,11,0
2062606670,50661151133_bili,tm一到张杰，画风就变了，闰土？你觉得自己很潮？有意思吗？那个时候不都是那样？只是张杰被提出来来而已，真的没意思,13,6
2045899008,可乐炸鸡小龙虾,这些老歌听着听着就想抽烟了,13,0
2118815089,不能说的便秘,我的id就是听了周杰伦的歌而来,10,1
2081533374,空调开26度谢谢,为什么有的人没听过某首歌就打一堆问号？感觉不太好吧,10,0
2152501484,八神太丨,现在媒体网络发达了，宣传歌的方式也很简单，导致现在口水歌越来越多而且也火得莫名其妙，作词一般又没背景故事，就靠着旋律和流量捧火了甚至还有拼接联想的，比如音乐鬼裁李袁杰，靠公司华丽包装出道的也不少，以前那个年代网络媒体不发达，想红就必须作词作曲优秀也有一定故事背景才能上得了台卖给听众，以前想听首歌不像现在这么容易，很多人都是买专辑的，还有mp3，所以歌手宣传自己的作品空间比较狭小，想成名的路子窄，以前成名的更能证明他和她的能力是多么出众，无论是选秀还是靠自身努力进入公司的，亦是如此。,12,0
3659883165,And甜粽,文艺复兴吧赶紧的,9,0
2717618538,人定胜凡,听惯了营销号的啰里啰嗦，到这里完全释放自我！！！这样的UP主  爱了,9,0
2157502253,抖音快手联合官方账号,以前听歌，好听就完了，现在听歌:好多人说土，我也说，他们都说不好听，我也说，有人说这个人有绯闻巴拉巴拉不听他的[无语]其实就是双标狗让现在的歌手不敢创作，我感觉会有人来喷我,9,0
2098961739,摄玄师JIM,很多老歌都在抖音再次翻红,9,1
3621031015,诚不可琪,"现在：
画画的贝贝，画画的贝贝，
小了白了兔，白了又了白，
你说嘴巴嘟嘟，嘟嘟嘟嘟嘟
我们一起学猫叫，一起喵喵喵喵喵
惊雷这通天~~~~~
[吐][吐][吐][吐][吐]",8,0
2345125193,丶三良,"我一进来就发现大家都在站着，我挤也挤不进去。
“能给我让一个位置嘛”
“嘘…别说话，你听”
听着听着，回忆里充满了学生时代的气息。
直到结束，我思绪万千。
突然人群中响起一声“鸡你太美！”
引的众人哄然大笑，不一会大家骂骂咧咧的便散场了。",8,1
2085662726,卦者那啥子上官,05后觉得自己老了，我们班同学都在听什么学猫叫的时候，我在找之前的老歌，双J是最爱！,8,0
2063455720,不想起床啊丶,视频还没看，看到周董的歌，我一般都是先投币。,8,0
2046069731,三千世界丶道界,一点搞事情？？？神仙从2006打到2007了。,8,0
2049080507,哲學公爵-比利王,想起了打電話到電視台點歌的時候啊[2233娘_委屈],10,2
2099355756,花茶和你,说土的可能喜欢鸡你太美和蔡徐坤吧。,7,0
3661119640,坨猫猫,零几年华语乐坛都是神仙打架，发问号的小孩是什么心态啊，能不能尊重前辈？明明都挺好听的[呆],6,0
2134783631,wingsmf,07年怎么回事，好多都是悲情的歌！,6,0
2121223006,程什么_,炸出来了，特别是许嵩，三连见[画风突变],6,0
2085255559,可乐它爹,我想知道这些神仙现在都在做什么？这么多年过去了,6,0
2085193308,曼森老婆,现在的鲜肉各种出歌，感觉写歌成了一件信手拈来的流水线作业，然而没有一首让人想循环，还不如听英文歌俄语歌日语歌,6,0
2083736483,投石问路1,是我想太多，你总选亚索2333,6,1
2053332039,喵了个咪萌大艿,"那一年，都是天上仙儿啊~~~
神仙们快点下凡来救救今天的乐坛吧~~~虽说现在偶尔有几首走心，但是主流被妖怪占着了",6,0
2052088265,寒春雨动心,每年一首周杰伦,6,0
2046352737,心态决定一切,2007年是我人生中最美好的阶段,6,0
2046062843,阿毛与阿隋,前面听得我沉浸在怀念的感情中，直到最后来了个王炸……,6,0
2045867434,欧气源远流长,首评！！！,6,0
2113779387,布朗布丁,回头发现中国乐坛这么多好歌啊，全是神仙打架,8,0
4833005221,杨柳風,"奇怪，99-05年的歌我基本都听过，而且大部分还能记着歌词；到了06年，我突然有一半的歌没听过，07年听过的歌不到十首！
我仔细回忆了下当时自己在干什么，发现从06年开始我的关注点放在了网游和动漫上了。
魔兽引爆全场，进舞团和跑跑随即跟上；加上团长引发的御宅日漫冲击波的到来。越来越多的青少年的热情和精力投入到这两者来，作为共用主体粉丝群的乐坛关注度肯定会逐渐下降。再之后直播和自拍更引发了全民自娱，关注点增多就意味着焦点的减少，这或许是导致华语乐坛衰落原因之一吧。
这时候狄更斯的那句话更能直击灵魂:这是最好的时代，也是最坏的时代。",5,0
4014161435,虫虫虫虫虫虫冲冲冲,mp3先不提，复读机听歌，谁有过这种经历。,5,3
2382218623,轻寒________,当时我怕极了，对方手上全是炸弹。,5,0
2344623055,鹈鹕镇酿酒师,我一路从04看到07,5,0
2079279145,清蒸语文Sweet,是现在人变了还是我傻了，明明有很多好歌弹幕为啥一直发问号。爱死了昨天和白狐我觉得很棒啊，一直发问号是几个意思呢[无语][无语],5,0
2060593914,Dragon-124,好想要歌单，不过估计不可能，毕竟版权太复杂了[笑哭],5,0
2046906920,爱打甜茜茜的狗子,我感觉很奇怪，为什么我觉得07年的歌比06年的歌还老？,5,2
96001107312,-_-蔚然成风,"1不能说的秘密    周杰伦
2亲爱的那不是爱情   张韶涵         
3杀手   林俊杰
4日不落   蔡依林
5月牙湾   F.I.R
6专属天使   Tank
7会呼吸的痛   梁静茹
8逆光   孙燕姿
9中国话   SHE
10离开月球表面   五月天
11改变自己   王力宏
12无与伦比的美丽   苏打绿
13爱情转移   陈奕迅
14倔强   杨丞琳
15如果你也听说   张惠妹
16我不会唱歌   罗志祥
17那年夏天宁静的海   王心凌
18小小   容祖儿
19男人KTV   胡彦斌
20钟无艳   谢安琪
21私奔到月球   五月天陈绮贞
22你是我心内的一首歌   王力宏 Selina
23发现爱   林俊杰金莎
24黑糖秀  棒棒堂黑涩会美眉
25谢谢你的温柔   SHE飞轮海
26思念是一种病   张震岳蔡健雅
27晴天娃娃   江语晨
28酷爱   张敬轩
29玩酷   潘玮柏
30特务J   蔡依林
31梦里花   张韶涵
32给未来的自己   梁静茹
33最长的电影   周杰伦
34我们说好的   张靓颖
35湘南海鸥   南拳妈妈
36我怀念的   孙燕姿
37空白格   蔡健雅
38淘汰   陈奕迅
39想太多   李玖哲
40非你莫属   Tank
41我们的歌   王力宏
42最美的太阳   张杰
43爱死了昨天   李慧珍
44爱在记忆中找你   林峯
45痒   黄龄
46风吹麦浪   李健
47彩云之南   徐千雅
48最后一个夏天   金莎
49雨不停歇   萧贺硕
50断桥残雪   许嵩
51该死的温柔   马天宇
52有没有人告诉你   陈楚生
53外滩十八号   袁成杰戚薇
54青花瓷   周杰伦
55白狐   陈瑞
56天使的翅膀   安琥
57等一分钟   徐誉滕
58老人与海   海鸣威
59穷开心   花儿乐队
60自由飞翔   凤凰传奇",4,0
94002535056,heytinnna,问题是现在活在我听歌软件里的其实还是这些歌 哎,4,0
5443073956,疯球吖,就离谱，我现在听的还是这些歌[笑哭],4,0
5399724730,多少楼台丿,像这种视频长，标题生硬，不和大家打招呼，视频一股花里胡哨的，看着看着就突然结束的up，我tm反手一个关注，这tm不比那些跟营销号似的开场bb，放音乐时候bb结束还要bb一个视频死长死长死长还没多少东西的玩意好多了嘛！,4,0
4204957231,账号已注销,"听歌（）
罚站（√）",4,0
3672782827,ZzzzzzzazzZ,我说我现在怎么不喜欢听歌了，原来是以前的歌把我胃口养叼了！,4,0
2911271399,让不才康康,"1.不能说的秘密
2.亲爱的那不是爱情
3.杀手
4.日不落
5.月牙湾
6.专属天使
7.会呼吸的痛
8.逆光
9.中国话
10.离开地球表面
11.改变自己
12.无与伦比的美丽
13.爱情转移
14.倔强
15.如果你也听说
16.我不会唱歌
17.那年夏天宁静的海
18.小小
19.男人ktv
20.钟无艳
21.私奔到月球
22.你是我心内的一首歌
23.发现爱
24.黑糖秀
25.谢谢你的温柔
26.思念是一种病
27.晴天娃娃
28.酷爱
29.玩酷
30.特务j
31.梦里花
32.给未来的自己
33.最长的电影
34.我们说好的
35.湘南海鸥
36.我怀念的
37.空白格
38.淘汰
39.想太多
40.非你莫属
41.我们的歌
42.最美的太阳
43.爱死了昨天
44.爱在记忆中找你
45.痒
46.风吹麦浪
47.彩云之南
48.最后一个夏天
49.雨不停歇
50.断桥残雪
51.该死的温柔
52.有没有人告诉你
53.外滩十八号
54.青花瓷
55.白狐
56.天使的翅膀
57.等一分钟
58.老人与海
59.穷开心
60.自由飞翔",4,0
2757063804,Ru丶c,从十几年前到现在，心里的排名一直是周董第一，王力宏林俊杰两人紧随其后不分上下。后边就是潘帅吴克羣等等。就像我无论多喜欢詹姆斯艾佛森，他俩都不是巅峰科比的对手,4,1
2280212500,UTNOCBLIE,感觉在听自己丢失的mp4,4,0
2230380306,球圣安东森z,为什么十三年十四年前的音乐都这么纯粹这么好听，到19年华语金曲奖给了个鸡你太美我也是笑了[微笑]，流量刷尼玛呢？[微笑]没有作品没有听众拿奖你吗[tv_再见][tv_再见][tv_再见][tv_再见],4,0
2160074733,最最最可爱的睫毛精,再也回不去了,4,0
2153433689,又一抽烟中,0607年正好是网络信息暴发的时间，所以才有网络歌手的出头之路。。。,4,0
2153101679,死后定当长眠,还有好多没排上，比如伤心的时候可以听情歌，擦肩而过，风云决，秋天不回来,4,0
2110165672,冥眠,这种系列的点个赞,4,0
2079998571,一瓶三锅头,好难受呀，想投币，但是又不想打破8888这个数字[doge],4,0
2065538329,小黑仁,想想这都是12年前的歌，时间过的真快。,4,0
2052223724,昵称含有流氓字符,如果 鸡你太美 大碗宽面  放在当年会是什么样子,4,1
2046776468,啵唧亿口小馒,全是我的童年啊，留下了年迈的眼泪[囧],4,0
2241335912,请努力2021,不要人云亦云跟风黑，凤凰传奇歌咋的了？唱的不行编曲不行还是歌词内容不行？就是因为有那些天下皆醉我独醒的自我内心高一等的黑子黑完，都跟着黑？难听？俗？在国内像凤凰传奇传唱度这么高的没有，各种年龄段各个生活环境，哪个歌手比的过？快当个人吧别跟风黑了。,7,0
5771340167,ysf丶,江郎才尽周杰伦  只靠颜值王力宏  唱功不行林俊杰 惨遭淘汰周传雄 多人运动罗志祥 [辣眼睛],3,1
5447300039,六三零丶,周杰伦当年属于是降低了点金曲奖悬念，没周杰伦打的更惨烈，太多太多太多有实力的歌手了[捂脸][捂脸][捂脸],3,0
5065300606,神風织鎖,省流助手：杰伦鲨疯了[doge],3,0
4856925007,zhuge9112,这么说吧 周杰伦出道那几年，当时各种盗版和无名歌手出碟片，不管谁的歌，上面不印上周杰伦的照片，你就卖不好。你说叫什么事情。,3,0
4655951512,危险刺客pl,周杰伦牛逼在什么地方呢？推翻前辈，碾压同辈，熬死后辈，孙子辈艺人都过气之时，却发现这货还是这么能打[doge][doge],3,0
4638522115,丶wAQ丶,@黄龄 [doge],3,1
4136483908,天晓得X,白嫖失败，全是炸，没办法～,3,0
4112575691,寒丨露,建议up主挑一些榜单歌曲，和现在的榜单对比一下。血腥屠杀一番[嗑瓜子]顶我上去。,3,1
4019574187,GentleTreatment,凤凰传奇从四岁杀到四百岁[笑哭],3,0
3986226492,币加牛,蒲公英的约定呢！,3,0
3943961318,七号线我不看,当时小学，学校机房里面，和同学对比青花瓷，玫瑰花的葬礼，送你的独白，有点印象。还有就是叫我妈打印周杰伦和林俊杰大部分歌的歌词，记忆颇深。再长大就是听很多很多人的歌了，那时候就只有他们两个，林俊杰还是从出了醉赤壁之后，之前全是杰伦。不过我不算是杰迷，我不是任何人的粉，也可以是任何好听歌的粉,3,0
3902712380,清风白月下的老妖精,添加进歌单添加的手都麻了[灵魂出窍],3,0
3865192932,不悔不恨,你周董永远是你周董,3,0
3444542890,bili___12138,我批评下你这视频没有乱七八糟的开头，没有营销号的BGM，全是干货，我觉得贼好[热词系列_知识增加][热词系列_你币有了],3,0
3431721348,取名比登天还楠,UP主您好，我是盗视频的，请您赶快更新，我的粉丝在催更了[doge],3,1
2801332366,小脖一缩-罗纳尔多,会不会打牌？开局王炸？,3,0
2353661189,呜呼唔母,03的。。。全听过，以前听老人与海真的超喜欢（⌒▽⌒）,3,0
2236998562,小猫咪的丸子,怀念以前的歌，除了一两首没有听过，90后真的老了,3,0
2094147448,符策,明明小时候不咋听歌的，但是03——07的歌80%都听过，刚刚20就觉得自己已经老了[大哭],3,1
2092684961,鱼丸火锅加丶辣,98年老男人的泪流了下来[芮小凸小凹_哭],3,0
2083037039,phantasm time,这些歌还有好多还在我的歌单里，然后你特么告诉我这些都是十多年前的歌了？？？？我不听，我还没老[笑哭],3,1
2081556623,从明天开始努力,才发现，每一年都在神仙打架[呆],3,0
2079455927,因果的假圣徒,为嵩哥打CALL[洛天依_打尻],3,0
2053091561,qtwxczj,卧槽，这也太棒了吧，没人整理还真没注意。。。。。。。,3,0
2049519288,q我只是个NPC,耳朵要怀孕啦,3,0
2046065674,想要热烈的活着,仿佛又回到了当年杀马特的时代[阴险],3,1
104368652080,DerB焊,2004-2007 致敬90后无处安放的青春 此时此刻文字显得如此苍白 回不去的从前 时光慢些,3,0
100280877904,千叶の堕天九月,看完07的再去看21的简直就是降维打击[辣眼睛],3,0
95448315264,日月木娄是我的,我就想知道当年作词作曲那帮人都去了哪里？？,2,0
5829416449,先辈中之人,弹幕里问，为什么开局丢王炸，是不是不会打牌。笑死，一手牌全都是王炸,2,0
5815908804,若柒欢,"以前的乐坛：不晓得听啥
如今的乐坛：不晓得听啥🤷‍♀️",2,0
5581421130,会射箭嘀猪,当年的歌手随便一首歌都吊打现在的歌手随便亿首歌,2,1
5549195962,璃兮寒,现在可怜的娃都听的啥？哈哈。。,2,0
5458914468,回忆中的你妹,作为本年出生的我，表示太激动辣!!![打call],2,0
5442455932,起名困难橙,up出千啊 怎么一副牌全是王炸[脱单doge],2,0
5432279229,-网络达人-,以前是神仙打架现在是群魔乱舞,2,0
5427728524,永夜剧作家冥冥,4/5是在磁带里听的，记得很清楚，初中每周有音乐课，由于在农村，也没老师教歌，我们就自己买磁带听。总感觉就是前几年听过，没想到晃眼间已经过去这么多年了。岁月总是静静的能让我落泪,2,0
5422227142,Crisssss_,是我翔太多，你总这样嗦[傲娇],2,0
5098196079,Say愚蠢,彩虹呐[大哭],2,0
4976655512,我就看着你们装逼不说话,如果现在千千静听回来，我要充一年的会员[星星眼][星星眼],2,0
4910745882,和合为一,这视频要是有标作词作曲就完美了，可惜了,2,0
4278154543,恐-怖_如-斯,浴室歌姬[喜欢][喜欢][喜欢][喜欢][喜欢][喜欢][喜欢][喜欢],2,1
4154680039,青花瓷的瓷哦,我只想说自由飞翔在当时不管那个城市街头肯定都有理发店或者花店这些放这首歌，永远的经典[热词系列_你币有了][热词系列_三连],2,2
3840047687,JunyaWest,2007年是周董的巅峰之年，几乎每一首都是神曲,2,0
3651665999,AtenzaMPS,封面和开头核弹就很过分！！！！！,2,0
3636192795,泠月派啊,好家伙，二十一分钟全程王炸,2,0
3633576822,穗岁華,草，果然有00子的痒[妙啊],2,0
3620921106,马儿的小更班,不就是投币嘛！我给投！,2,0
3512158574,超级少桀,以前发唱片不容易，出爆款也不容易，听众接受这些歌的途径主要是靠电台，电视打榜节目以及买盗版光碟，以至于一听到自己喜欢的歌就会印象深刻。现在出一首歌甚至出一款爆款的歌都太容易了。反而显得不值钱。,2,0
3442623744,厶芊芊丷,真的是神仙打架[哦呼],2,0
3325937533,iFaye_飛,大爱月牙湾,2,0
3325331575,-槐序十三-,周董的歌也太好听了吧!刚在Q音听完,2,0
3199421029,天凡小子,这个标题应该换成：2007年周杰伦到底疯狂到什么地步,2,0
3176226222,玥出皎兮心不迎,许嵩牌面！！！！！,2,0
3065937781,逐夜w,没听过的歌就一直刷坐下，不太行？是不是nt？,2,0
3017468412,谜之小憨包儿,上小学的时候06年左右吧，最爱的事就是拿着MP3去大伯家的电脑上下载各大音乐排行榜上的歌，那时候的排行榜，还真是排行榜，而现在的[无语],2,0
2779423339,ll钟爱粉,07年的歌全爱听！[吃瓜],2,0
2722055391,一夜鱼龙舞zZ,要是现在也有这么多这么好的中文歌，也不至于我的歌单全是英文歌了,2,0
2125824785,白嫖天天爽,百度QMD没有什么歌不能搜不能下   而且音质好到爆炸  [吃瓜]  顶我上去造福大众,2,0
2116373216,重案组之虎iii,麻烦up主在网易云 或者qq里面做个歌单 求求了,2,0
2111704878,风吹笙,04-08年年神仙打架,2,1
2109811514,--阿九笑春风,现在的歌我都听不清歌词，听清歌词也没有共鸣，传唱度也不好。,2,0
2093867306,YeGLi,有人跟我一样从2001年听到现在吗？然后00后没有亲身经历但一样怀恋,2,0
2076368535,烽少Madrid,在那个神仙打架的年代周杰伦依然能轻松完成八杀，独占鳌头，真不愧是华语乐坛的音乐皇帝！,2,0
2070129066,喵喵的姐姐大人,许嵩,2,1
2054068565,彭子枫,大部分都听过也挺好听的，就是有些弹幕有点不尊重人哦,2,0
2045935599,黑黝黝的米饭,卧槽，刚刚在看2006顺便关注up，直接就发了2007,2,0
121887600624,烟花唯美,中国话这年被抵制的太惨了，she演唱会上唱这首歌，都有很多歌迷停止互动。。。。,2,1
116626538320,冉溪-pick,月牙湾，飞儿乐队的最后巅峰了，后面就开始走下坡路了，可惜了,2,0
112435028256,眼里星河漫漫丷,一听到这些歌回忆就跳转到了高中时，没手机的那个时代，又想听歌，只能抠抠搜搜从自己的生活费里抠一点买了个小MP3，自习课听，晚上睡觉前听，陪伴了我整个高中三年，现在毕业了工作了，新手机换了一波又一波，却越来越少听歌了，不是工作忙，也不是不爱听歌，是越来越没什么好听的，现在的“华语歌”听多了反而更喜欢古风歌，想念以前那个华语乐坛众神打架的时代，更想念以前那个上课偷偷带耳机还要用鬓边的头发挡住线的高中时代，都回不去了,2,0
110443016544,Gary丶凌,yysy，当年的网络歌曲质量也不是现在这些能比[笑哭],2,0
108842471104,蓝色天空0000,原来听歌都是用随身听，受歌手的外貌影响较小，几乎可以忽略不计。不像现在，长得漂亮的帅的唱的歌就好听，即使那其实是一坨屎。当时晚上睡觉前闭着眼听歌，真的是一种享受。,2,0
101677218960,mattGrayson,我的青春期刚好是04-07，这每首歌都是一把记忆钥匙，每当前奏响起，所有的美好就扑面而来，一个个鲜活的他们，如今都去哪儿了…,2,0
101530260400,悔いのないにじげん,"跟风的好多，乱喷的也多
网络歌曲不是歌曲？不是内地的？还有就网络还被双标了，还有07年你家有广场舞？",2,0
98974004752,愚人二代,以前的乐坛都是鬼怪级别的，现在都是些鬼怪级别的[大哭],1,0
96393694224,大D调的华丽,周杰伦的歌曲真的没有时代感，永远不过时,1,1
95455409136,mayyinger,感觉07年是最后的高光了,1,0
94797654992,今天也想搞钱,痒的MV[热词系列_知识增加][热词系列_知识增加][笑哭],1,0
93280128624,左皮极右是网左,张敬轩还有粉丝，也是可笑。,1,2
5824274350,Chloe好好唱歌,咋跟徐涛有点像,1,0
5729725402,wejimcom,都说事物都是一直向前发展的，这个视频证明了这话不适用于华语乐坛。以前是神仙打架，现在是垃圾分类[大哭][大哭][大哭][大哭][大哭][大哭],1,0
5726966309,归风别尘,忽然觉得，我们好幸运，从小听着这些好歌长大,1,0
5723757446,喵咪MAX,为什么科技在进步，艺术反而落寞了。。。。哎。如今好歌可不多见啊。,1,1
5669171306,关兴,居然没有光荣.....,1,0
5594531902,一不留神就溜神了,she太牛了 她们代表作很多，分别与别人合唱也都出圈，selina王力宏 hebe飞轮海 ella苏打绿,1,0
5552025712,草莓味的魔王,那个时候电视上还有好多音乐节目,1,0
5500236327,G玥玥W绅绅嗝2,只能说那几年真的是华语巅峰，百家争鸣，百花齐放，绝对是现代流行音乐的盛世，期待有生之年能见到下一盛世。,1,0
5467089363,小智sadoxi,从前神仙打架，如今垃圾分类[笑哭],1,0
5465791637,月殇灵,以前是神仙打架，现在说是群魔乱舞都高看了…现在算垃圾产出吧,1,0
5448967028,拿剑的书生,"以前歌坛啧啧

现在歌坛啧啧啧[歪嘴]",1,0
5437716396,打卡学习,这个时长，好多记忆,1,0
5409960115,炽猫鱼,这里面周杰伦写的有七首[doge],1,0
5407600949,RiseFuture,原来音乐是这样的,1,0
5349231614,豇豆打辣蘸,这个榜单太草率了，有一半的歌根本就不火，也不是很好听，真正火的也没完全排进去，不服气我就说一首，说错了你们随便喷我，阿木的《有一种爱叫做放手》，当年2块钱一条的彩铃！,1,0
5291020036,veniisvip,必须投币，从神曲到彩铃专区，2007众神打架,1,0
5065384136,羽蛇神葵扎尔科亚特尔,全体罚站 给朕看两个时辰！,1,0
5039587622,素唯的半个酒窝,之前的明星无论是业务能力还是公众偶像操守都是神仙打架，现在的明星可能是垃圾分类,1,0
4971228272,想拍一镜到底的小李,以前潘玮柏的歌多好听，现在出的歌都是啥玩意[doge],1,0
4925652907,季夏初八,以前靠实力，现在靠炒作,1,0
4917142571,新鲜的李仔,林俊杰因为《杀手》被狂喷，媒体还称之后的《jj陆》是力挽狂澜自救的作品[笑哭]对那时来说他曲风太超前了,1,1
4872640219,繭宮紡希,今天和一个人玩斗地主 他一手牌只有大小王,1,0
4680770831,一念觉悟,05年开始，往后的每一年几乎都有乐坛金凤凰的身影！,1,0
4660992128,帅到脱发,基本每一首出来我都能跟唱[笑哭],1,0
4463096364,hua198908,听到这些歌，当年的回忆是多么的美好啊，现在？,1,0
4325977013,两面三刀流丿へ,不敢想象张韶涵没他妈这几年该多好[大哭],1,1
4193763995,心凌with-u,在我生命留下一休哥、[牛年],1,0
3672630585,RTGO起飞,我记得当时去买碟是看cd后面的歌名，歌名看顺眼了，然后反复对比才买的[大笑],1,0
3660707831,昨日秋风-凋碧树,不提痒MV 还能做朋友[笑哭],1,0
3638520787,SkylineTo,满满回忆，现在还常常听,1,0
3540723439,什么B伤害呀,就喜欢这种UP，上来就干，不多bb,1,0
3496765498,PutThePhoneDown,今晚睡不了啦[tv_抓狂],1,0
3113837400,J凡fanfandanfan,？骂大老师？？都是小孩儿吗 大老师花儿乐队牛逼的时候你们还没出生！,1,2
2935687021,Raybox,最喜欢月牙湾[喜欢],1,0
2765409287,HolyLight君,"我记得王心凌的巅峰歌曲不是
睫毛弯弯吗？",1,0
2682666061,吟游诗人ssyyyc,陈奕迅是我一整个青春,1,0
2643653859,暗夜的屠神者,看看10年以后都是些傻逼歌曲,1,0
2610572612,凉良良良凉凉,一到彩云之南那种给你父母辈听的歌就搁这问号，唱的不好吗？有什么问题就说出来，是不是不会说话就知道“？？？”,1,0
2438591024,365天后的书法艺人,从打了烊的酒馆出来，吃了一大碗宽面，心想去动物园玩玩吧。这边有变异的猫在喵喵，那边有来自沙漠的骆驼，隐蔽处还有一只鸡，太美了。,1,0
2389934250,海绵宝宝古神儿,为什么到湘南海鸥，弹幕一致的？？？呢。。。挺好听的歌啊,1,0
2380081312,呆萌..,苦茶是什么时候的,1,0
2375055373,工程师老王叔叔,这一年我大学毕业了，时间过的真快[无语],1,0
2338800796,我女神叫Saber,卧槽！为什么你的视频这么费烟[大哭][大哭][大哭][大哭][大哭][大哭],1,0
2303034060,_胖次_,歌曲的风格变得多元化了,1,0
2302983318,MORIV,原来我已经这么老了么[大哭],1,0
2281967077,bili_90130274869,总共60首歌，杰伦写的将近10首，占将近六分之一。杰伦厉害！[支持],1,0
2270756164,真正的端水大师,舍友有一阵子天天用日不落当闹铃，可把我听的暴躁极了[喜极而泣],1,0
2269291317,向晚知秋,基本上都会唱，而且是整首歌都会唱的那种[惊喜][惊喜][惊喜],1,0
2251857240,banglian帅哥美女,以前的歌是很多人知道而且多少会唱现在流量歌手歌是只有粉丝知道 很多路人都不知道？,1,0
2238417956,峡谷制杖者,刚从2006那过来[微笑],1,0
2224952548,鸡蛋灌饼双面蛋,弹幕里刷起立的，劳资就没坐下过[2233娘_吐魂],1,0
2207189973,Popping萌,从50开始我就没坐过了[捂脸],1,0
2206251346,番茄水中毒,看到五月天我就知道，白嫖失败[喜极而泣][笑哭],1,0
2199679031,绝对丶absolute,感觉以前都是神仙打架哈哈哈[笑哭],1,0
2198459250,养老的花匠先生,开局王炸?不不不，是从头炸到尾，全是炸弹💣,1,0
2188677895,雁门楚北世泽长,像这种视频长，标题生硬，不和大家打招呼，视频一股花里胡哨的，看着看着就突然结束的up，我tm反手一个关注，这tm不比那些跟营销号似的开场bb，放音乐时候bb结束还要bb一个视频死长死长死长还没多少东西的玩意好多了嘛！,1,0
2182993696,黎明中的悲伤,看看那时候的帅哥都是纯爷们 。在看看现在的小鲜肉一个个脸上的粉跟上腻子一样多，然后还有那么多的脑残粉,1,0
