rpid,name,content,like,rcount,sentiment_score,analysis_result,myown_analysis
2614600597,栗子鲜奶冻,以前作品百花齐放，还以为是普遍水平，后来才发现是巅峰[囧],2.0,1.0,0.6450158649376762,netural
2597871973,玉子汐,想起了拿着古董手机来录电视上音乐的时光了[呲牙],2.0,1.0,0.9750111302669511,positive
2582816579,爱则为之计深远,穿越千年的哀愁（爱愁），只为在尽头等我！,2.0,2.0,0.9372483646179386,positive
2460217897,狂躁靛藍,凤凰传奇首专的编曲还是满赞的，没那么土,2.0,0.0,0.9171276966701863,positive
2453816137,KingLZhen,这地主就离谱儿，炸个没完了？,2.0,0.0,0.09868963572865641,negative
2425430837,考试一定过关,05年全神打架,2.0,0.0,0.8951401387172174,positive
2421217705,十二月不会有遗憾,00后过来复习,2.0,0.0,0.9681480310846784,positive
2374180329,bili_55910034105,凤凰传奇真的是传奇，这里好多明星都不在火了，他们还是挺火,2.0,0.0,0.9982707788078988,positive
2311793005,洋葱爱米饭,"加几首  
1爱乐团 天涯
2花儿乐队 化蝶飞
3羽泉 哪一站",2.0,0.0,0.9742505658543139,positive
2304059359,天界の樱,"原来我们这些00后孩子们都听90后的叔叔阿姨们听剩的歌。
现在的华语歌坛完全不能看，只有日文歌，动漫歌曲还看得过去",2.0,0.0,0.9961277495218273,positive
2240363656,第99名,那时候好听的歌太多了，哪怕非主流类别的歌都比现在这些鸡太美什么的好听,2.0,0.0,0.9919672561761687,positive
2216396956,NSARAHSHA,"千年之恋
夜曲
大城小爱
一千年以后
不得不爱
不想长大
就是爱你
丝路
知足
大舌头
被风吹过的夏天
童话
暧昧
我会好好的
寂寞沙洲冷
美丽的神话
黄种人
莫斯科没有眼泪
彩虹天堂
那女孩对我说
酸酸甜甜就是我
笔记
爸爸妈妈
一直很安静
六月的雨
你到底爱谁
一万个理由
不怕不怕
香水有毒
月亮之上",2.0,0.0,0.9999999999995117,positive
2211343253,绿风MC,"天哪……我一个00后几乎都听过……好多印象深刻的歌……我的童年啊……哇(´；ω；`)
歌曲就是回忆！[小电视_哭泣]",2.0,0.0,0.9999979517845371,positive
2207208140,空白键blank,都会哼的，欢迎你加入而立之年,2.0,0.0,0.5964016368073024,netural
2203929254,浣青啊,我以为那女孩对我说是今年刚出的[捂脸][捂脸][捂脸],2.0,1.0,0.00011085078541572813,negative
2203136954,咸鱼加盐丶谢谢,up让我觉得我变老了，举报不谢[doge],2.0,0.0,0.47223850594042205,netural
2201079894,子夜星寒,小时候喜欢听许嵩被嘲讽幼稚没内涵，都是一个调，，，，现在，，，好可怜现在的小孩，呜呜,2.0,0.0,0.9371248094214218,positive
2195643615,Aclla,桃儿说的对：一个行业如果不是百花齐放，只有一枝独秀，这个行业就快完了。 现在华语乐坛就是这样，好听的就是那么几个，周董，邓紫棋（这两个都是老歌手，周董不用说，邓紫棋大概11年我就开始听她），李荣浩反正就是很疲软的感觉，这个行业再这样……就快跟相声一样，没救了……,2.0,0.0,0.9995735636077697,positive
2180922894,一城烟雨丶,"第一次做课代表有点紧张

1.千年之恋
2.夜曲
3.大城小爱
4.一千年以后
5.不得不爱
6.不想长大
7.就是爱你
8.丝路
9.知足
10.大舌头
11.被风吹过的夏天
12.童话

13.暧昧
14.我会好好的
15.寂寞沙洲冷
16.美丽的神话
17.黄种人
18.莫斯科没有眼泪
19.彩虹天堂
20.那女孩对我说
21.酸酸甜甜就是我
22.笔记
23.爸爸妈妈
24.一直很安静
25.六月的雨
26.你到底爱谁
27.一万个理由
28.不怕不怕
29.香水有毒
30.月亮之上

注意不是排名。",2.0,0.0,0.9999999971740852,positive
2173522891,小李目标85斤,"1千年之恋   FLR
2夜曲     周杰伦
3大城小爱    王力宏
4一千年以后    林俊杰
5  不得不爱    潘玮柏 弦子
6不想长大     SHE
7就是爱你    陶喆
8丝路     梁静茹
9知足     五月天
10 大舌头      吴克群
11被风吹过的夏天    金沙  林俊杰
12童话    光良
13暧昧     杨丞琳
14 我会好好的     王心凌
15寂寞沙洲冷     周传雄
16美丽的神话      孙楠  韩红
17 黄种人    谢霆锋
18 莫斯科没有眼泪      Twins
19彩虹天堂    刘畊宏
20那女孩对我说    黄义达
21酸酸甜甜就是我    张含韵
22 笔记                    周笔畅
23爸爸妈妈       王蓉
24一直很安静    阿桑
25六月的雨    胡歌
26你到底爱谁     刘嘉亮
27一万个理由     郑源
28不怕不怕      郭美美
29香水有毒    胡杨林
30月亮之上     凤凰传奇",2.0,0.0,0.9999999999999944,positive
2172695515,鎆秋,"1.千年之恋
2.夜曲
3.大城小爱
4.一千年以后
5.不得不爱
6.不想长大
7.就是爱你
8.丝路
9.知足
10.大舌头
11.被风吹过的夏天
12.童话
13.暧昧
14.我会好好的
15.寂寞沙洲冷
16.美丽的神话
17.黄种人
18.莫斯科没有眼泪
19.彩虹天堂
20.那女孩对我说
21.酸酸甜甜就是我
22.笔记
23.爸爸妈妈
24.一直很安静
25.六月的雨
26.你到底爱谁
27.一万个理由
28.不怕不怕
29.香水有毒
30.月亮之上",2.0,0.0,0.9999999974810341,positive
2169770309,GulliverT,现在的歌太难听了，特别是流量的，我就是指鲲鲲,2.0,0.0,0.4520596913686715,netural
2166104510,王寒之,那时候，我用着一款极简单名叫“千千静听”的播放器，歌单里全是这些歌,2.0,0.0,0.9622249464573263,positive
2162307003,玉总你的柚子熟了,一直很安静真的好听和胡歌的六月的雨,2.0,0.0,0.5794194804468707,netural
2159493802,猪脑猫,真的，现在新出的歌没几首中意的,2.0,0.0,0.22182842342711606,negative
2144238395,粉蒸兔头,真不是我对现在有什么跟风偏见，是的的确确感觉到现在的华语乐坛非常颓靡，没有什么值得听的歌，排行榜听得皱眉头。就是偶尔出一两首好听的，难道再也不会有神仙打架的时候了吗[大哭],2.0,0.0,0.4898372867171076,netural
2142541037,西木野真姬哒,吴克群，我记得当初为你写诗这首歌火了之后，他好像说过五年超越周杰伦[doge],2.0,0.0,0.9995018713991889,positive
2130102071,savagezy,13年了，每一首都能跟着唱下去，反观现在那些所谓的流量的歌，听都没听过……,2.0,0.0,0.9634678630089633,positive
2129613121,dahuamao,"1 千年之恋 F. I. R
2 夜曲 周杰伦
3 大城小爱 王力宏
4 一千年以后 林俊杰
5 不得不爱 潘玮柏/弦子
6 不想长大 SHE
7 就是爱你 陶喆
8 丝路 梁静茹
9 知足 五月天
10 大舌头 吴克羣
11 被风吹过的夏天 金沙/林俊杰
12 童话 光良
13 暧昧 杨丞林
14 我会好好的 王心凌
15 寂寞沙洲冷 周传雄
16 美丽的神话 孙楠/韩红
17 黄种人 谢霆锋
18 莫斯科没有眼泪 Twins
19 彩虹天堂 刘畊宏
20 那女孩对我说 黄义达
21 酸酸甜甜就是我 张含韵
22 笔记 周笔畅
23 爸爸妈妈 王蓉
24 一直很安静 阿桑
25 六月的雨 胡歌
26 你到底爱谁 刘嘉亮
27 一万个理由 郑源
28 不怕不怕 郭美美
29 香水有毒 胡杨林
30 月亮之上 凤凰传奇
1 千年之恋 F. I. R
2 夜曲 周杰伦
3 大城小爱 王力宏
4 一千年以后 林俊杰
5 不得不爱 潘玮柏/弦子
6 不想长大 SHE
7 就是爱你 陶喆
8 丝路 梁静茹
9 知足 五月天
10 大舌头 吴克羣
11 被风吹过的夏天 金沙/林俊杰
12 童话 光良
13 暧昧 杨丞林
14 我会好好的 王心凌
15 寂寞沙洲冷 周传雄
16 美丽的神话 孙楠/韩红
17 黄种人 谢霆锋
18 莫斯科没有眼泪 Twins
19 彩虹天堂 刘畊宏
20 那女孩对我说 黄义达
21 酸酸甜甜就是我 张含韵
22 笔记 周笔畅
23 爸爸妈妈 王蓉
24 一直很安静 阿桑
25 六月的雨 胡歌
26 你到底爱谁 刘嘉亮
27 一万个理由 郑源
28 不怕不怕 郭美美
29 香水有毒 胡杨林
30 月亮之上 凤凰传奇",2.0,0.0,1.0,positive
2124915085,Jason赦天,每首都会唱，我是不是b站大龄青年了？,2.0,2.0,0.959301091572729,positive
2117994949,亞特蘭蒂,特别今年的 左边画条虫 右边画个宝批龙 听的我想打人 ，高速路上这情况肯定是酒驾，乡间小路上 这人肯定是酒疯子 怎么到夜场就成潮流了？ 一股夜场痞子气息,2.0,0.0,0.7007598796585329,positive
2117813034,光藤明日香,好吧，我承认我老了，所有歌都听过，并且都很喜欢，以前是真的一出新歌就听的那种，跟现在新出的歌叫什么根本是两个状态！,2.0,0.0,0.9950581006647233,positive
2103310448,步履不停jdrzs,00年表示只有三四首没怎么听过。但是说实话，我不认为这些歌全部都是高质量的，口水歌以及无病呻吟的歌都有，如果只是按自己熟不熟悉来判断一个时代有没有好歌，华语乐坛有没有救，我个人认为还是有失偏颇的,2.0,0.0,0.7821819606872015,positive
2103220211,我几乎是个文盲,居然没有05年内地榜霸榜王吉祥三宝,2.0,0.0,0.7460675354634122,positive
2098384209,娇艳-人生,回忆满满！现在的我们都开始奔三了，没什么时间去回忆了，偶尔开车时还能听听,2.0,0.0,0.9997491581984731,positive
2095242146,把心脏献给西宫梦,"1.千年之恋 F.I.R
2.夜曲 周杰伦
3.大城小爱 王力宏
4.一千年以后 林俊杰
5.不得不爱 潘玮柏/弦子
6.不想长大 S.H.E
7.就是爱你 陶喆
8.丝路 梁静茹
9.知足 五月天
10.大舌头 吴克群
11.被风吹过的夏天 金莎/林俊杰
12.童话 光良
13.暧昧 杨丞琳
14.我会好好的 王心凌
15.寂寞沙洲冷 小刚
16.美丽的神话 韩红/孙楠
17.黄种人 谢霆锋
18.莫斯科没有眼泪 Twins
19.彩虹天堂 刘畊宏
20.那女孩对我说 黄义达
21.酸酸甜甜就是我 张含韵
22.笔记 周笔畅
23.爸爸妈妈 王蓉
24.一直很安静 阿桑
25.六月的雨 胡歌
26.你到底爱谁 刘嘉亮
27.一万个理由 郑源
28.不怕不怕 郭美美
29.香水有毒 胡杨林
30.月亮之上 凤凰传奇",2.0,0.0,1.0,positive
2088199394,表嫂的姨妈叫什么,05年我在玩生活，现在生活在玩我。嘿嘿,2.0,0.0,0.9985845894401041,positive
2086672981,s叶不羞的账号卡_1005,"可能因为当年正听这些歌的这帮人，正好是现在发声最多的90后，所以才会反差和意见这么大吧[微笑]并且当年互联网的音乐传播环境和条件比现在差的远了，除了电视音乐节目的榜单啥的，大家都是无意间听到才喜欢和了解演唱者和创作者的。
但我觉得凡事不必太绝对，现在可以说真正达到以前那种红的程度的歌少了很多，但质量好的歌还是很多的，只不过你不去听或者对某个风格不感兴趣而已，更多的还有偏见和固化的不好印象[无语]",2.0,0.0,0.9919991256038162,positive
2085799122,扎死的bili,2005年初中毕业，很庆幸自己的青春经历了那个年代,2.0,0.0,0.9999150667793715,positive
2076535432,4444444lL,诺基亚3210....,2.0,0.0,0.4737672181921908,netural
2074754230,红影幻,一个月工资4000买了个耳机18000只为听老歌,2.0,0.0,0.8953228007924432,positive
2072239725,JK哥哥脱ck么,初听不知曲中意，再听已是付费曲[抠鼻][抠鼻],2.0,0.0,0.025510346168924558,negative
2071067241,八神太丨,我寻思 今年年前那首《月牙湾》好像在哪听过，原来是07年的有点印象因为当时读初一，然后就是一百万个可能也是14年的，如今好多老歌在当时热度不高的被抖音翻出来又火了一遍，果然还是时代在退步啊，周董《说好不哭》另说。,2.0,0.0,0.9996197273157205,positive
2069583593,打开直播听个响,"1、千年之恋-F.I.R.
2、夜曲-周杰伦
3、大城小爱-王力宏
4、一千年以后-林俊杰
5、不得不爱-潘玮柏/弦子
6、不想长大-S.H.E.
7、就是爱你-陶喆
8、丝路-梁静茹
9、知足-五月天
10、大舌头-吴克群
11、被风吹过的夏天-金莎/林俊杰
12、童话-光良
13、暧昧-杨丞琳
14、我会好好的-王心凌
15、寂寞沙洲冷-周传雄
16、美丽的神话-孙楠/韩红
17、黄种人-谢霆锋
18、莫斯科没有眼泪-Twins
19、彩虹天堂-刘畊宏
20、那女孩对我说-黄义达
21、酸酸甜甜就是我-张含韵
22、笔记-周笔畅
23、爸爸妈妈-王蓉
24、一直很安静-阿桑
25、六月的雨-胡歌
26、你到底是谁-刘嘉亮
27、一万个理由-郑源
28、不怕不怕-郭美美
29、香水有毒-胡杨林
30、月亮之上-凤凰FPX
怎么没有许巍？？",2.0,0.0,0.9999999999907694,positive
2066468063,无名的法老王A,2005 电影，动画，电视剧都是井喷年代，特别可惜泉水姐姐和阿桑都是女的好歌手英年早逝,2.0,0.0,0.9997556116436052,positive
2065834895,看我飙艳,原来我们已不再年少,2.0,0.0,0.5134647851534916,netural
2064759603,机智的九黎SAMA,"1.千年之恋 
2.夜曲 
3.大城小爱 
4.一千年以后 
5.不得不爱 
6.不想长大 
7.就是爱你 
8.丝路
9.知足 
10.大舌头 
11.被风吹过的夏天 
12.童话 
13.暧昧 
14.我会好好的 
15.寂寞沙洲冷 
16.美丽的神话 
17.黄种人 
18.莫斯科没有眼泪 
19.彩虹天堂 
20.那女孩对我说 
21.酸酸甜甜就是我 
22.笔记 
23.爸爸妈妈 
24.一直很安静
25.六月的雨 
26.你到底爱谁 
27.一万个理由 
28.不怕不怕 
29.香水有毒 
30.月亮之上",2.0,0.0,0.9999999974810341,positive
2064671347,cyndiwilljolin,封面王心凌太美了,2.0,0.0,0.9830386620400204,positive
2063668393,CL慕白,我什么时候长这么大了啊。。唉。。。。。。。悲从心中来   穷词说不得。,2.0,0.0,0.9781111386596596,positive
2062658624,岁纳李子,说是华语乐坛的没落不如说是台湾乐坛的没落,2.0,0.0,0.12516547598765815,negative
2060273707,平常心Bin,每首歌曲切换的那段声音真的是败笔，听的糟心,2.0,1.0,0.7495137406097828,positive
2056358833,爱的黑眼圈丷,那时候在上初中，我最想回去的时候。现在想起来呼吸困难。,2.0,0.0,0.717535649573045,positive
2053967690,Friday_charon,"1.千年之恋
2.夜曲
大城小爱
一千年以后
不得不爱
不想长大
就是爱你
丝路
知足
大舌头
被风吹过的夏天
童话
暧昧
我会好好的
寂寞沙洲冷
美丽的神话
黄种人
莫斯科没有眼泪
彩虹天堂
那女孩对我说
酸酸甜甜就是我
笔记
爸爸妈妈
一直很安静
六月的雨
你到底爱谁
一万个理由
不怕不怕
香水有毒
月亮之上",2.0,0.0,0.99999999999864,positive
2047227195,十顷荷花风雨,以前为了装b开满了各种钻，现在发现曾经最没用的绿钻，变成了最有用的。,2.0,0.0,0.4240174218056534,netural
2036888543,天鸟竹文,就喜欢这种上来就干up猪,2.0,0.0,0.707284199336456,positive
2032640738,花拆sky,老歌不是越来越好听，是我们都有了自己的故事,2.0,0.0,0.7081778039800797,positive
2023658881,账号已注销,she 杨丞琳 我真是太爱了,2.0,0.0,0.9109801677067678,positive
2021304398,慵懒的狗粮,可惜了我当年还是个七岁小破孩，不过这些歌在之后也都非常火，所以都是有印象的[大笑][大笑],2.0,0.0,0.9109638158130661,positive
2020524846,Applooo,只有丝路没听过。。。其他的……都会唱……,2.0,0.0,0.9057298179681552,positive
2017637971,夏姬莫语,睫毛弯弯眼睛眨眨～,2.0,0.0,0.7908565584607948,positive
2015848784,大树呱藤,不是现在歌少  而是现在把舞台交给了一些什么歌手  看看都是老前辈唱歌能引起共鸣  新人能有多少  艺人永远都是艺人  歌手影帝不是 跑跑步健健身留点汗水就公屏说自己为了（）付出了多少汗水   就能成就的,2.0,0.0,0.9990646459292588,positive
2013369193,炮声这么小还想打钢针,"看见标题：切，标题党。
看完视频：卧槽",2.0,0.0,0.3167145388512006,netural
2007494810,李彩麟的老婆,从头唱到尾,2.0,0.0,0.5455370938053219,netural
2007068517,丿搁浅灬,那些00后一直在那刷什么3岁5岁真的是烦死了 根本不明白当时坐网吧边听这些歌边玩梦幻跑跑劲舞团的感受[滑稽],2.0,0.0,0.706852899673205,positive
2005714019,Awei可愛的阿玮,喜欢这首铃声吗？编辑短信：XXXX发送到XXXXXX获取吧[滑稽],2.0,0.0,0.8585897417600864,positive
2004128677,青衣棋待诏_,拿现在的华语乐坛对比一下，唉,2.0,0.0,0.4737672181921908,netural
2003646546,珍爱外向型自闭症患者,你们可拉到吧，也就是那个年代吃了港台信息不对称，其实火的歌基本也是翻唱日韩欧美，尤其she,2.0,0.0,0.9772270236048753,positive
2002256033,泡面和xo酱,看着就看着就哭了 过去的日子总是那么美,2.0,0.0,0.9798498841794704,positive
2001918748,老♂攻,零零后表示都会唱吖，这些歌出来的时候我才三岁呢，不过这些歌真的是我的童年啊，我妈妈就特别喜欢唱这些老歌，从我很小一直唱到现在，搞得我现在时不时都能哼出来几句，我们班天天哼老歌的估计只有我一个了[笑哭][笑哭][笑哭],2.0,1.0,0.9999999982194425,positive
1999057028,sice,台湾仍然是华语流行乐的重镇,2.0,0.0,0.9811833806984833,positive
1998536744,入木三分8二二二D,满满全是回忆啊，零五年上初一。人手一本歌词本，写作业？写NM哟，不存在，我还能再抄俩本歌词本。[妙啊]那会班里谁要有个MP3，谁就是爸爸好吗。[笑哭],2.0,0.0,0.9999999909894938,positive
1994459269,好吃鱼的糖,如果大家都愿意自己去找到那些好歌，而不是接受这个流量时代带来的流量和推荐的话，华语乐坛是可以进步的。且也不要一直说华语乐坛没有好歌了，你可以不去听那些排行榜上是歌，你可以不去解释各个音乐app的推荐，懂音乐的人，都是会自己去寻找那些好的，优秀的歌来听的，看自己的选择吧，看你是要成为寻找者还是被接受者。,2.0,0.0,0.8736355804366759,positive
1989995566,哔哔种子,每个年代喜欢的东西都不一样，就像我爸妈还是喜欢80.90年代的歌，我外公喜欢60.70年代的，我身为一个90后从小到大喜欢的都是80-90年代的歌，粤曲小时候和爷爷一起听，导致本人还喜欢戏曲。现在的歌照样一堆人喜欢，没必要总是觉得以前的就是经典，现在的也不差，好歌一大堆。,2.0,0.0,0.991422337665772,positive
1989053714,SSVVIIPP,等一下 这些歌都是05的吗[微笑] 就一首梁静茹的没听过 咋感觉就是昨天的[呆],2.0,0.0,0.9877425413086419,positive
1988919740,万万万万恶,"现在的商业人气选手个个都在唱“你看这个面它又长又宽”
有才却不大火的，周深，毛不易，花花，霍尊",2.0,0.0,0.5969301623612642,netural
1986685409,左家小柒,真神仙打架…我99%都会唱[笑哭],2.0,1.0,0.9771232277156254,positive
1986400684,伊朵小雪花,王心凌几乎是我心里唯一一个多大年龄唱甜歌我都觉得她甜爆完全不做作的,2.0,0.0,0.9826004529152063,positive
1986332077,旅行用铜草帽,那个时候买专辑是为了听歌，现在买专是为了集资打榜。。。性质都变了。。。,2.0,1.0,0.8249520659625014,positive
1980981407,图拉丁吧的暗影大人,我说鸡你太美是一个时代，你们会不会打我[笑哭],2.0,1.0,0.9715864877819524,positive
1976718825,polar破烂熊,好怀念，时间过得真快，哭了[委屈],2.0,0.0,0.9711417967732768,positive
1973477302,木木夕AA,我个02年的，歌单里的歌却老得不行，就像甜蜜蜜，我只在乎你，恰似你的温柔，水手歌之类的😅 要不是有逛B站，我可能都不知道有其他好听的新歌存在了…,2.0,0.0,0.9856501833332509,positive
1971884394,你眸中的星辰大海,想想现在的臭鱼烂虾,2.0,0.0,0.011650613385587594,negative
1971820939,琦琦琪琪柒柒,怎么突然发现都是在2005年，老了个盘点电视电影的也是2005年有好多好看又经典火爆的，歌曲也是在2005年。那么问题来了，2005年是个什么神奇的年度，为什么这么集中爆发,2.0,1.0,0.998580573649713,positive
1971433972,恢诡谲怪懂吗,应该说最没想到的是月亮之上也是05年的歌了。,2.0,0.0,0.9948628661738462,positive
1969430605,Neuropath__,这才是真正的百花齐放！,2.0,0.0,0.36307642375972804,netural
1968912759,坂烧鸡腿堡,全是台湾。。太真实了,2.0,0.0,0.8790026059349201,positive
1967501110,娜娜丶姐,"不好意思 只在光良很火的时候才听中文歌   后来转听 BOA 少女时代 T-ara  binbang 2NE1 的歌！
现在的中文歌真心不喜欢",2.0,5.0,0.9989864833730288,positive
1965618561,淡如清风online,曾经的老歌有感情，现在的新歌只剩节奏,2.0,0.0,0.9858808861710292,positive
1965542911,Fancyギ,那年真的幸福，首首都是神仙都不知道要听哪首，不像现在一年都听不到一首想听的,2.0,0.0,0.9983115076469243,positive
1965323373,-吾与汝-,还有记得本兮的么,2.0,0.0,0.6634789950480591,netural
1958298632,淋漓露露,发现一个共同点，就是这些歌，除了周杰伦的，听一遍都非常容易哼出旋律。。现在的歌你今天听了，第二天旋律都忘了。。,2.0,0.0,0.9152889133815403,positive
1957562786,芸香mm,不敢相信2005年一年有这么多好听的歌曲，现在几年也出不了这么多朗朗上口，传唱率这么高的歌曲啊！,2.0,0.0,0.6635148657882942,netural
1954985722,小小北方酱,90年的我不仅全听过 而且基本上全都回唱 不需要看歌词[doge],2.0,0.0,0.7962776625181556,positive
1954781889,甜到亲腻,街边的步步高店单曲循环香水有毒，放了学不回家躲在小卖部买一毛钱一根的辣条，每周五晚上都和同学去玩，看着别人骑单车，买点读机很羡慕。那时候吃一顿肯德基可以开心上好多天，周末爸妈上班就在家里偷着玩和他们斗智斗勇。太多的东西都在某个夏天变成空气中涌动的热浪，熔化在远处的水泥路面。,2.0,0.0,0.9997310780369077,positive
1954453749,高_仙_仙,前几天看到一个音乐奖颁奖仪式，一众大佬坐着看一个白痴拿奖[生气],2.0,0.0,0.9008453553843478,positive
1954310311,窝小时候可懵了,你们可能感觉不到当时的几乎是一个星期就能出一首好歌，每个月金曲榜从没有一首歌能蝉联，每个月都要清空一次mp3，能连续留在mp3里三个月的歌那都是真爱了,2.0,0.0,0.9336019031553181,positive
1954122348,取名字不能太高调,[无语]现在这群大神居然在听台上喂！喂！喂！,2.0,0.0,0.13317416825771589,negative
1954098352,水清镜明,猪之歌，香飘飘，认真的雪，江南，发如雪应该也是那段时间的,2.0,2.0,0.9997513698059248,positive
1954096362,今晚烤个地瓜吃吧,"妈你怎么总听这些老掉牙的歌啊
我年轻时候这些歌唱的人可多了
每次给爸妈选歌曲都是经典老歌
可再过30年
他们的歌叫什么
我的歌又叫什么",2.0,0.0,0.9990244321173007,positive
1953905055,我就是汤姆,我还记得我的破mp3[大笑][大笑][大笑][大笑][大笑],2.0,0.0,0.9460124952022083,positive
1953276507,無端指控,小学初中的时候周杰伦啊，许嵩啊汪苏泷啊什么的听的多，后来高中时期听了很多英文歌和日文歌，从高三开始喜欢听民谣，上了大学之后比较闲，没事就找新歌听，有才华的歌手，好听的歌曲真的很多，就是真的得要自己去找，我再举个例子，超级女声出来的那个叫李雨的，很有才华歌真的很好听，只能说以前没有这么多花里胡哨的流量，好听就听的人多，不好听听的人就少，现在网络给了更多有才华的人机会，让他们更容易发表作品，我并不认为歌坛不好了，相反，更多有才华的人可以发表他们的作品，但是同时，流量至上的时代也让排行榜变的没有意义，很多人没什么空余时间，听歌方式就是打开排行榜听，当然觉得现在歌坛不好了，我反而觉得以前的时代对于歌手不是很友好，比如有个叫后弦的歌手，他的很多作品都是随着周杰伦合集一起在外面流通的，以前盗版又那么多，很多歌手都养不起自己，公司不给出专辑，很多很好听的歌也许就埋没了，现在版权意识越来越好，越来越多的音乐爱好者可以通过网络发表作品养活自己，我觉得这很好，有的时候不要太厚古薄今，以前的歌好听，不代表现在的就不好了，评论有的说的太绝对了，我听了这么多年歌真的觉得歌坛一直在进步。,2.0,0.0,0.9999999197181226,positive
1952811653,皮曰休,王力宏的我最喜欢花田错和盖世英雄,2.0,0.0,0.9974095952465133,positive
1951469176,雪里年年,怎么说呢，那时候听的是当下的歌，现在听的是十年前的歌，十年后听的就是二十年前的歌，大概这就是一代人吧,2.0,0.0,0.9976328932707023,positive
1949890451,酒酒不是99,当初的神仙打架，现在的群魔乱舞。也只喜欢林俊杰周杰伦这样的音乐艺术家了,2.0,0.0,0.9996552075275337,positive
1949431340,陌人相逢,就感觉现在除了科技  什么都在走下坡路,2.0,0.0,0.7768623532554217,positive
1948712593,快补作业,哎，我算是明白为什么我爸不喜欢听我的哥了，就像我不喜欢听现在的歌,2.0,0.0,0.9621421552733874,positive
1947032510,YEPPIYEPPI,全员王者,2.0,0.0,0.4737672181921917,netural
1947013593,江户川・柯南,在下99年的，都听过[抠鼻]我好骄傲啊,2.0,0.0,0.9164843206331539,positive
1946911692,夜的第七章夜曲,初中那会儿真的很向往,2.0,0.0,0.9137373232759813,positive
1946857431,清雪妹纸,都听过的我，我的青春啊,2.0,0.0,0.9896918715389122,positive
1946563468,别起我的名字,94年生，05年11岁，应该是初一时，那时拿着棺材推盖诺基亚里面就是这些歌，那时微博是什么？我现在怀疑那些包装公司为了推个包皮流量，埋葬了一些有信仰的音乐人,2.0,0.0,0.9784828822215932,positive
1945831964,零点酒吧的兔女郎,想想今年蔡徐坤，喂喂喂的，再听这些歌我真的哭了[大哭],2.0,0.0,0.9787694644298062,positive
1942199923,南宫尛冷,96年表示全部听过，而且现在也喜欢,2.0,0.0,0.7486780749211163,positive
1916771435,柠檬出逃日记,以前真的好幸福啊,2.0,0.0,0.9637248628264681,positive
1792983682,哥咱家有钱啦qwq,那时候大家都在用心写歌，现在大家都在埋头刷流量,2.0,0.0,0.7735173443655482,positive
1791627714,把五福狗狗的奶糖吃掉,不是 不知道你们还记不记得那个时候电视上流行发短信输编号点歌或者选手机彩铃的广告 这些歌全部在榜哈哈哈哈哈哈,2.0,0.0,0.2191403421621121,negative
1790834918,厌离思去,一见五只误终生，现在我还是听着五月天。。。我发现开心的时候，难过的时候，热闹的时候，一个人的时候，都可以去听 看周围大佬們都是Rap，啥的。总感觉自己老了[2233娘_郁闷],2.0,1.0,0.9790334722037135,positive
1790379643,唯一的伊安,问题是，几乎都是台湾的……现在台湾也没有新生代歌手啊,2.0,0.0,0.9940644840491087,positive
1784646710,圆脸姐姐UU,92年老阿姨还记得那时候电视里突然有熟悉的乐声出现，配合着有点粗劣的flash动画，然后是编辑短信如“月亮之上”发送到106xxxx，，就可以拥有这首彩铃啦！呵呵，现在再也没这类广告，我们也再没童年啦,2.0,0.0,0.9998941059688802,positive
1780890238,贵方铃,我怎么全都会唱啊[惊讶]我都这么老了么[大哭],2.0,0.0,0.9722286818006454,positive
1777884418,戏子Two,一碟百首歌曲,2.0,0.0,0.8723638304935017,positive
1776078721,不要脸的臭脸猫,听这些歌想起小时候拿个笔记本，然后在DVD上抄歌词。[2233娘_卖萌],2.0,0.0,0.999455809306156,positive
1775332169,她又不是无聊才找你吧,太短了太短了太短了太短了太短了太短了太短了太短了太短了太短了太短了太短了太短了太短了太短了太短了太短了太短了太短了太短了太短了太短了太短了,2.0,0.0,3.927969061123804e-13,negative
1773563408,一枚失恋的宝罢了,感谢经历过那个时代,2.0,0.0,0.9428042007351852,positive
1771748024,wuiiao,大部分是港台歌手。。。我理解是他们出现了断层。,2.0,0.0,0.6546101869846372,netural
1771416064,0327_0817,那个年代的歌手们不仅会唱还会写，现在…真唱都能拿出来吹牛逼了,2.0,0.0,0.8337041745343599,positive
1771152691,名城六,最近开始听铁血丹心，天若有情，觉得超有感觉，这就是经典啊（/TДT)/,2.0,0.0,0.7347584430965676,positive
1770619819,东方寒岚丶,"以前神仙打架，群众享福
现在鸡猫互啄，憨批一群",2.0,0.0,0.975641453004694,positive
1769710242,一世南柯,是现在的歌不好听了还是我们都老了[2233娘_困惑][2233娘_困惑],2.0,1.0,0.9997511165721729,positive
1767969728,可乐放冰块才好喝,97年老男人成就达成24/30,2.0,2.0,0.8993656224573487,positive
1767927991,一宇多田伯光一,电影文化靠香港，音乐文化靠台湾。,2.0,0.0,0.9981060830938726,positive
1767498711,梦幻天城浮光掠影,"中文歌曲→韩国歌曲→英文歌曲→日文歌曲→纯音乐。我的听歌历程。
最爱→纯音乐→二次元→日文老歌→中文歌曲→英文…… 我的歌单",2.0,3.0,0.9999999478291749,positive
1767040077,听说改名会有欧气,除了这些还有后来的网络歌曲啊！许嵩徐良汪苏泷本兮单色凌！真的是回忆啊！我爱许嵩一辈子呜呜呜！,2.0,0.0,0.9999961715397987,positive
