video_title,bullet_time,bullet_content
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-08-21 04:07:01,刀郎！你从我爹那个年代统治到新一辈都出生了！绝了
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-08-18 08:43:21,一首歌俩TD
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-08-03 18:39:27,真就神仙打架
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-31 22:57:21,林俊杰作曲助攻
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-29 00:44:23,弦子的《舍不得》也很好听
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-26 01:21:19,这首歌和四个女生的心愿每次听都想哭
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-09 00:34:34,当年觉得他的歌都好有醉人味道
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-03 16:29:37,哈哈，小学的时候看到高年级的哥哥姐姐跳这个好羡慕的
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-28 15:01:40,《风花雪月》
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-27 00:51:16,这才是真的校园封神歌曲！每每听到就一股青春洋溢，校园爱情的感觉瞬间爆棚！！！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-18 21:14:30,差别明显出来了。。。
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-18 21:11:42,大家理解经历过那些年代的我 听不了现在的(口水)歌的感受吗！！！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-18 21:05:33,飞儿！！！没有你的飞儿乐团就只是一个乐团555
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-17 21:07:11,！！！口袋的天空！！！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-16 01:43:33,原来是这首歌！！！！我记了好多年不知道名字
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-13 06:44:38,爱太迟现在播放列表里都有
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-07 11:31:30,早期文艺女青年
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-04 17:33:56,当年的乐坛王心凌和杨丞琳一直都是在垫底，很稳定。
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-29 23:18:14,林俊杰作曲二杀
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-28 00:41:11,电影《爱情呼叫转移》主题曲
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-27 19:40:05,衣冠楚楚段子手
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-27 11:32:45,王心凌翻红了
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-25 12:48:30,词：张家玮  曲：林俊杰
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-22 19:01:00,画风突变
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-19 14:31:53,神仙辈出的年代啊
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-16 18:48:48,无惨：？
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-12 22:17:35,感觉又回那个神仙打架的年代了，00后永远体会不到那种感觉
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-05 13:04:23,哇，好多熟悉的歌居然都是06年的，真的是一个巅峰啊
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-28 06:17:40,我爸听到都起立
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-28 00:24:24,第一次听是我曾经疯狂喜欢过的一个女孩儿唱的
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-25 21:13:36,不要忘了当年的网络歌曲也比现在的好
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-23 22:41:42,萧潇《花》当年打榜时惊为天人
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-21 01:01:07,卧槽神仙打架
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-15 16:19:44,歌手们竞争压力好大哈哈哈哈
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-13 00:03:53,卧槽，当年满大街都是这首歌，记得我晚上去夜市地摊上租小说每次都会听到
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-12 07:43:50,爱转角遇到爱情 遇到秘接
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-12 01:34:54,挖槽 大佬出现了
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-09 15:24:30,是一个连伤心都透明的世界
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-09 14:16:54,古巨基居然除了情深深雨蒙蒙还有别的歌[doge]
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-07 15:33:41,被演戏耽误的歌手
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-07 12:16:11,喵喵叫:你鲨了我叭！…
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-07 05:49:24,歌姬，突然横空出世
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-01 10:15:43,北极星的眼泪啊哭了
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-01 01:44:49,北极熊的要笑死我
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-31 22:53:01,这首歌其实是论坛上关于求佛五百年的故事改编的
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-29 13:06:08,我们已经从打粉老师变成浮萍了
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-26 19:48:50,被炸出来了！！！！！！！！！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-26 13:44:30,《车载音乐大全》
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-26 02:40:45,爱转角遇见了鬼
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-22 19:54:10,无惨退出直播间哈哈哈哈哈哈哈哈哈哈 我真的会笑死
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-22 12:20:08,本命英雄，卡特琳娜
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-22 01:05:15,刀郎已经把我带回到幼儿园的时代
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-16 13:38:54,原来的歌词多么的有味道，现在的歌词都是味道
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-13 22:30:21,这首我喜欢！超喜欢！唱时感觉自己（男）都变成女的了。
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-08 04:42:22,背叛卧槽
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-06 13:30:01,还有：秋天不回来
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-04 00:57:30,而今迈步从头看 当时只道是寻常
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-02 10:05:31,每个人心中都有自己的天空之城
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-26 23:47:45,公益捐助御用bgm
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-24 21:42:23,首首都是经典
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-23 21:55:14,KTV嘶吼歌之一
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-23 21:54:20,当年神曲啊
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-23 21:13:02,FIR出道即巅峰
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-20 01:33:23,卧槽！私奔！！！！这首歌居然有
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-12 17:24:15,妈耶！我瞬间就被拉回那年的时空了
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-11 15:17:52,都快忘了有这个人了…听过他的歌。连名字都陌生了
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-09 21:01:30,当年是众神之战
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-09 15:08:08,很多都差点在记忆中褪色了，一听旋律回忆又涌现出来
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-08 01:52:04,哇，这个，当初在学习机上听到的
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-06 14:34:23,00后的每首都会唱正常吗
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-02 17:42:24,当年超喜欢放生
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-02 02:42:36,这个好像是汉化组
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-02 02:22:05,卧槽，求佛！！！！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-01-29 03:02:11,高考作文命题的一首歌
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-01-26 06:28:57,你好漂亮！！！！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-01-25 23:50:57,特么 我的初恋分手后听这首歌 眼泪流了一斤！！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-11-28 14:00:29,这个当年真的好火
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-09-05 05:31:27,周杰伦创作是特别牛逼的，唱功倒是被比下来
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-09-03 19:08:04,运动员入场
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-09-02 02:54:59,当年杂志都有一页是这些歌的彩铃来着
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-09-02 02:54:53,最佳损友！啊啊啊啊啊啊啊啊！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-08-27 17:39:16,这个时候居然有胡彦斌啦
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-08-21 04:04:01,这个死动静，一听就知道是方大同！红豆超爱！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-08-19 16:19:33,超级女声出来之后的经典歌曲
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-08-07 14:52:34,我一话就到了！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-08-01 14:32:29,这不是西城的《Soledad》吗？
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-08-01 14:32:02,这不是西城的《Soledad》吗？
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-27 01:39:02,曹格这高音也是老天追着给他吃饭
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-23 14:40:02,开局王炸卧槽，哭
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-22 20:56:56,以前是神仙打架，现在是群魔乱舞
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-22 00:36:23,开幕表演到此结束，下面是运动员入场环节
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-19 14:37:56,又是一个被骗感情的天花板
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-11 12:05:44,《秋天不回来》后面有吗？？？
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-09 15:02:52,周董绝对是华语歌坛的标杆
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-06 22:37:10,天后张韶涵
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-30 11:03:14,简微一生的痛
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-26 15:57:17,高中时期最喜欢的歌手就是轩
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-18 21:10:07,南拳妈妈其他首辨识度比较高
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-09 23:40:09,爱情魔法师
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-02 23:12:42,视频刚走了不到三分之一，这是最恐怖的
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-01 00:34:24,卧槽，居然还有私奔
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-31 21:26:35,这句好有画面感
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-27 11:28:55,10后听着裁缝的歌曲长大
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-26 18:49:04,当年爱惨了金莎
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-25 23:44:05,天哪幼儿园的歌曲哈哈哈哈哈哈哈
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-25 21:32:00,当时六一我还唱跳了这首！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-24 02:16:39,完美世界 当时因为这首歌玩的
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-23 15:16:21,张家玮作词、林俊杰作曲
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-22 15:21:32,为公主变粉
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-16 01:28:50,旋转！跳跃！她闭眼睛了！转懵了！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-13 14:32:32,啊啊啊啊啊啊爷的青春
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-30 16:03:00,我绝不罕有，往街里绕过一周，我便化乌有
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-28 08:59:01,那时候的歌词好乐观啊
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-23 19:00:20,搜“恐怖”最多收藏竟然是这个。。。不过也算是文艺复兴了
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-17 17:23:31,来自天堂的孩子
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-15 16:48:33,爱的双重魔力 原版
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-10 00:22:57,好的兄弟们我出生24天了！！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-09 14:11:31,我靠！这进度条！恐怖！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-06 00:51:10,无惨快乐歌
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-31 01:35:27,难怪早恋
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-28 01:37:17,大半夜的，爷青回啊！！！泪目了，激动！！！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-20 22:08:03,这也太猛了，真把我炸出来了
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-20 18:52:27,只听过小s的哈哈哈哈哈
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-19 14:46:19,这就是隐形翅膀的姐妹曲 两首都是 爱杀17里面的歌
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-19 05:53:52,爱的双重魔力！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-16 17:05:20,摇滚最后的倔强
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-15 14:04:17,对不起，一看到老薛就想笑
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-12 14:32:43,运动员进场的  哈哈哈哈
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-11 23:58:25,小时候觉得，这个好媚，现在听来，制作满分
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-10 20:33:57,真幸运啊，在听歌的年纪遇见了他们
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-01 23:03:52,神仙打架的年代
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-01 15:00:27,薛之谦确实在当年不容易出头啊哈哈哈
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-15 23:32:21,卧槽，大同，好多年不见了
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-13 20:11:31,Eason把我炸出来了啊啊啊啊啊
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-11 09:32:45,甜心教主王心凌
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-10 21:23:24,当年我就是忍过来的，大街小巷全是这歌，老妈子大伯才喜欢听
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-01-23 23:59:42,fir滤波器哈哈哈
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-11-07 20:57:28,高中听的，90后回不去的青春啊
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-10-31 21:26:47,这歌已经这么久了啊
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-09-21 14:39:09,翅膀，神tm周杰伦写的...
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-08-18 17:54:59,时代少年团刘耀文聊天室天天放的神曲哦
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-08-08 18:19:02,完美世界是当时唯一可以和WOW抗衡的3D网游
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-27 12:53:43,林俊杰:那我走
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-25 14:12:13,我的天 还有小酒窝 打开记忆
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-23 16:46:52,网络歌舞的元年师祖
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-22 17:49:21,不可思议排面！！！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-21 15:05:17,一转角就遇到一个再一转又一个
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-17 03:03:59,当时觉得是常态，结果一去不复返。。。
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-14 18:33:19,打破了《世上只有妈妈好》的垄断
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-07 22:34:58,我说嘿 你说
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-06 14:19:38,每首都会唱哈哈
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-07-04 22:34:38,这是个永远忘不掉的曲子，无敌，这个无敌！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-29 23:12:00,飞儿乐队把飞儿开除了
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-18 16:38:42,我像风一样自由！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-17 20:00:23,我很喜欢米彩 但又会为乐瑶和简薇抱不平 她们太可惜了
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-17 18:55:22,第一眼还以为吴京
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-16 17:23:12,结婚唯一指定单曲
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-15 01:42:47,爱转角真的爆火
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-03 17:14:31,这个也是06年的？我还以为上世纪的哈哈哈
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-06-01 23:48:34,这首当年听着入睡的
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-31 10:53:41,有请下一位男嘉宾
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-31 00:57:27,E神怎么也不会想到2022年他会在幼儿园和小学年龄段再次爆火！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-27 23:33:19,特别同情那时候的评委
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-27 00:17:30,我去，都忘了还有这首了
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-26 18:58:49,方大同出道早了哈哈
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-25 21:13:44,结果一个不婚，一个婚内出轨
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-24 23:25:10,竟然有点泪目
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-24 10:58:33,最佳损友现在还在听
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-24 00:26:41,神仙打架了属于是
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-24 00:25:31,好家伙， 炸出来了
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-23 15:26:30,由F.I.R.、林尚德、易家扬作词，阿沁作曲
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-23 15:23:44,由阿信填词，怪兽谱曲
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-23 15:19:10,由林秋离作词，林俊杰作曲
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-23 15:18:07,方文山作词，洪敬尧编曲，周杰伦作曲
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-22 19:52:37,海豚的声音
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-18 08:54:22,心疼10后，耳朵受苦了
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-13 14:36:15,词不达意YYDS
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-13 14:35:37,我去我去我去我去我去
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-12 22:27:58,白色恋人，当年超爱听
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-12 20:06:12,南拳的橘子汽水，下雨天，再见了小时候都很好听
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-11 23:38:39,这个回头好像王阳啊哈哈哈
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-10 10:26:02,哇，这歌，我喜欢！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-05-05 11:22:32,五年超过周杰伦
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-29 15:55:02,这个是翻唱的，我觉得原唱更有味道
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-27 00:08:34,我发现这年的歌，承包了我小学时候的歌单
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-27 00:06:29,这首歌听了想哭，童年回忆啊
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-23 21:51:15,《精》舞门
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-20 15:42:40,内地学霸组合
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-19 23:10:22,以前我爸电话铃声
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-19 23:03:19,06年真的神仙打架，我的童年有你们我很幸福
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-16 18:59:51,我最爱的词不达意！！！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-10 00:26:31,！！！我幼儿园的时候超级爱听！06年出生的
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-07 20:37:03,初听不知曲中意，再听已是曲中人
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-04-01 01:58:24,全体起立！！！fir！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-31 01:45:02,记得高一下午一进学校就是这首歌
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-30 22:23:27,那时候的歌手才是真歌手，要么会唱，要么会作词作曲，要么回玩音乐
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-29 22:16:05,词不达意
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-29 21:46:58,进度条甚至还没过半！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-27 00:37:10,总感觉听起来有种莫名的恐怖感！！！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-18 00:53:52,超爱最佳损友
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-17 21:27:01,私奔！！！！词不达意呜呜呜
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-15 00:02:07,去年握过他的手！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-13 19:49:45,卧槽卧槽张敬轩啊啊啊啊啊啊
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-08 09:44:16,卧槽！将军令！
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-06 13:56:15,这就触及到盲区了
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-06 11:38:06,这里90%的歌当年我都抄到了歌词本上
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-03-04 20:35:17,其实记得当年这会已经没有前两年那么好听了
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-28 01:19:32,飞儿乐队开局就直接王炸
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-27 19:17:39,卧槽，当时特别喜欢听这首
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-27 19:03:13,破防了，这首满满的回忆
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-23 21:13:22,西城哭晕在厕所
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-18 09:04:39,华语乐坛的巅峰在那些年的台湾
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-11 19:34:03,刀郎的歌都很耐听，歌词也很有沧桑感
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-04 18:37:11,神仙打架的年代
2005年华语乐坛有多“疯狂”：首首都是神曲，全程神仙打架！,2022-02-03 11:49:23,你们不要打啦！
